YEAR,MO,DY,PRECTOTCORR,T2M,RH2M,WS2M,DATE,RAIN_3DAY,RAIN_7DAY,RAIN_14DAY,RAIN_INTENSITY,TEMP_HUMIDITY,WIND_RAIN
2017,4,30,4.48,25.93,39.47,2.49,2017-04-30,6.069999999999997,9.939999999999987,17.36,0.7380560131795721,1023.4571,11.155200000000002
2017,5,1,0.03,25.41,28.57,1.75,2017-05-01,6.009999999999997,7.979999999999987,17.39,0.004991680532445926,725.9637,0.0525
2017,5,2,0.0,26.47,25.98,2.94,2017-05-02,4.509999999999997,7.649999999999987,17.39,0.0,687.6906,0.0
2017,5,3,0.82,26.15,37.3,2.03,2017-05-03,0.8499999999999964,7.979999999999986,18.21,0.9647058823529452,975.3949999999999,1.6645999999999996
2017,5,4,0.27,26.3,37.47,2.36,2017-05-04,1.0899999999999963,7.189999999999986,18.48,0.24770642201834947,985.461,0.6372
2017,5,5,0.1,27.65,30.24,2.96,2017-05-05,1.1899999999999964,7.199999999999986,18.580000000000002,0.08403361344537841,836.136,0.296
2017,5,6,0.08,28.93,27.83,2.14,2017-05-06,0.44999999999999646,5.779999999999986,13.600000000000001,0.17777777777777917,805.1219,0.17120000000000002
2017,5,7,0.01,30.77,26.74,2.68,2017-05-07,0.18999999999999645,1.3099999999999858,11.25,0.0526315789473694,822.7897999999999,0.0268
2017,5,8,0.0,31.5,25.35,2.27,2017-05-08,0.08999999999999644,1.2799999999999858,9.26,0.0,798.5250000000001,0.0
2017,5,9,0.29,30.96,24.68,2.28,2017-05-09,0.29999999999999644,1.5699999999999856,9.22,0.9666666666666781,764.0928,0.6611999999999999
2017,5,10,1.08,29.9,30.45,2.49,2017-05-10,1.3699999999999966,1.8299999999999859,9.810000000000002,0.7883211678832137,910.4549999999999,2.6892000000000005
2017,5,11,0.38,29.9,29.93,2.05,2017-05-11,1.7499999999999964,1.9399999999999857,9.13,0.21714285714285758,894.9069999999999,0.7789999999999999
2017,5,12,4.86,30.38,32.2,1.97,2017-05-12,6.319999999999997,6.699999999999986,13.900000000000002,0.7689873417721523,978.2360000000001,9.574200000000001
2017,5,13,0.64,30.28,31.95,2.95,2017-05-13,5.879999999999996,7.259999999999986,13.040000000000003,0.10884353741496605,967.446,1.8880000000000001
2017,5,14,0.18,30.98,29.24,2.71,2017-05-14,5.679999999999997,7.429999999999986,8.740000000000002,0.031690140845070436,905.8552,0.48779999999999996
2017,5,15,0.0,31.86,26.44,2.36,2017-05-15,0.8199999999999965,7.429999999999986,8.71,0.0,842.3784,0.0
2017,5,16,0.62,30.86,29.81,2.8,2017-05-16,0.7999999999999964,7.759999999999986,9.33,0.7750000000000035,919.9366,1.736
2017,5,17,1.51,29.52,33.89,2.17,2017-05-17,2.1299999999999963,8.189999999999985,10.02,0.7089201877934285,1000.4328,3.2767
2017,5,18,4.85,28.37,40.15,1.43,2017-05-18,6.979999999999996,12.659999999999986,14.600000000000001,0.6948424068767912,1139.0555,6.935499999999999
2017,5,19,9.44,28.13,48.26,1.53,2017-05-19,15.799999999999995,17.239999999999984,23.939999999999998,0.5974683544303799,1357.5538,14.4432
2017,5,20,1.58,29.19,39.94,2.16,2017-05-20,15.869999999999996,18.179999999999986,25.439999999999998,0.0995589161940769,1165.8486,3.4128000000000003
2017,5,21,5.38,28.72,41.16,2.04,2017-05-21,16.399999999999995,23.379999999999985,30.81,0.32804878048780495,1182.1152,10.9752
2017,5,22,11.62,26.32,53.21,1.74,2017-05-22,18.58,34.999999999999986,42.43,0.6254036598493004,1400.4872,20.218799999999998
2017,5,23,1.14,28.32,44.81,1.68,2017-05-23,18.139999999999997,35.51999999999999,43.28,0.06284454244762955,1269.0192000000002,1.9151999999999998
2017,5,24,0.13,30.08,37.64,1.65,2017-05-24,12.889999999999995,34.139999999999986,42.330000000000005,0.010085337470907684,1132.2112,0.2145
2017,5,25,0.11,30.59,36.6,1.52,2017-05-25,1.3799999999999981,29.399999999999984,42.06,0.07971014492753634,1119.594,0.16720000000000002
2017,5,26,3.06,30.99,35.42,2.63,2017-05-26,3.299999999999998,23.01999999999999,40.26,0.9272727272727278,1097.6658,8.0478
2017,5,27,0.35,32.23,24.35,1.66,2017-05-27,3.5199999999999987,21.78999999999999,39.97,0.09943181818181822,784.8004999999999,0.581
2017,5,28,0.97,30.2,30.05,2.28,2017-05-28,4.379999999999998,17.37999999999999,40.76,0.22146118721461197,907.51,2.2116
2017,5,29,0.88,28.84,41.67,2.35,2017-05-29,2.1999999999999984,6.639999999999989,41.64,0.4000000000000003,1201.7628,2.068
2017,5,30,3.65,28.7,43.22,1.96,2017-05-30,5.499999999999998,9.14999999999999,44.669999999999995,0.6636363636363638,1240.414,7.154
2017,5,31,6.35,27.84,50.76,1.74,2017-05-31,10.879999999999999,15.369999999999989,49.51,0.5836397058823529,1413.1584,11.049
2017,6,1,0.07,28.43,38.97,2.39,2017-06-01,10.069999999999997,15.32999999999999,44.73,0.006951340615690172,1107.9171,0.16730000000000003
2017,6,2,0.0,29.43,28.97,2.67,2017-06-02,6.419999999999998,12.269999999999989,35.29,0.0,852.5871,0.0
2017,6,3,0.0,32.05,27.4,3.0,2017-06-03,0.06999999999999823,11.91999999999999,33.71,0.0,878.1699999999998,0.0
2017,6,4,0.0,34.29,24.64,2.37,2017-06-04,0.0,10.949999999999989,28.33,0.0,844.9056,0.0
2017,6,5,0.25,33.43,29.67,2.63,2017-06-05,0.24999999999999822,10.31999999999999,16.96,1.000000000000007,991.8681,0.6575
2017,6,6,4.93,32.72,37.98,2.22,2017-06-06,5.179999999999998,11.599999999999989,20.75,0.9517374517374521,1242.7055999999998,10.944600000000001
2017,6,7,38.64,28.08,58.05,2.14,2017-06-07,43.82,43.889999999999986,59.260000000000005,0.8817891373801917,1630.0439999999999,82.68960000000001
2017,6,8,1.01,28.21,52.62,2.14,2017-06-08,44.58,44.829999999999984,60.160000000000004,0.02265589950650516,1484.4102,2.1614
2017,6,9,3.41,27.81,50.66,1.55,2017-06-09,43.06,48.23999999999999,60.510000000000005,0.07919182535996284,1408.8546,5.285500000000001
2017,6,10,2.18,28.87,46.84,2.04,2017-06-10,6.6,50.41999999999999,62.34,0.3303030303030303,1352.2708000000002,4.4472000000000005
2017,6,11,0.47,28.49,43.15,1.6,2017-06-11,6.0600000000000005,50.889999999999986,61.84,0.07755775577557755,1229.3435,0.752
2017,6,12,0.0,29.01,39.11,2.29,2017-06-12,2.6500000000000004,50.639999999999986,60.96000000000001,0.0,1134.5811,0.0
2017,6,13,0.89,30.61,35.76,2.27,2017-06-13,1.3599999999999999,46.59999999999999,58.2,0.6544117647058825,1094.6136,2.0203
2017,6,14,1.26,31.48,34.43,2.29,2017-06-14,2.1500000000000004,9.219999999999986,53.11000000000001,0.5860465116279069,1083.8564,2.8854
2017,6,15,1.21,30.64,39.43,2.1,2017-06-15,3.3600000000000003,9.419999999999986,54.25000000000001,0.36011904761904756,1208.1352,2.541
2017,6,16,9.05,29.19,47.88,1.9,2017-06-16,11.520000000000001,15.059999999999986,63.30000000000001,0.7855902777777778,1397.6172000000001,17.195
2017,6,17,7.28,28.62,51.5,1.69,2017-06-17,17.540000000000003,20.159999999999986,70.58000000000001,0.41505131128848344,1473.93,12.3032
2017,6,18,5.86,26.85,66.77,1.35,2017-06-18,22.19,25.54999999999999,76.44000000000001,0.26408292023433977,1792.7745,7.911000000000001
2017,6,19,5.39,29.35,60.87,2.49,2017-06-19,18.53,30.939999999999987,81.58000000000001,0.29087965461413917,1786.5345,13.421100000000001
2017,6,20,21.37,27.2,70.36,2.21,2017-06-20,32.620000000000005,51.41999999999999,98.02000000000001,0.6551195585530349,1913.792,47.2277
2017,6,21,9.09,26.27,63.8,1.62,2017-06-21,35.85,59.249999999999986,68.47000000000001,0.2535564853556485,1676.0259999999998,14.725800000000001
2017,6,22,4.02,26.21,61.23,1.54,2017-06-22,34.480000000000004,62.05999999999999,71.48,0.11658932714617166,1604.8383,6.190799999999999
2017,6,23,0.0,28.05,51.87,1.96,2017-06-23,13.11,53.009999999999984,68.07000000000001,0.0,1454.9535,0.0
2017,6,24,0.0,29.06,53.94,1.71,2017-06-24,4.02,45.72999999999998,65.89000000000001,0.0,1567.4963999999998,0.0
2017,6,25,7.11,29.59,54.29,1.41,2017-06-25,7.11,46.97999999999998,72.53000000000002,1.0,1606.4411,10.0251
2017,6,26,7.85,29.2,60.46,1.79,2017-06-26,14.96,49.43999999999998,80.38000000000001,0.5247326203208555,1765.432,14.051499999999999
2017,6,27,8.17,28.91,60.86,1.29,2017-06-27,23.13,36.23999999999998,87.66000000000001,0.353220925205361,1759.4626,10.5393
2017,6,28,19.79,27.59,69.89,1.75,2017-06-28,35.81,46.93999999999998,106.19000000000001,0.552638927673834,1928.2651,34.6325
2017,6,29,17.61,25.04,83.12,1.79,2017-06-29,45.56999999999999,60.52999999999999,122.59,0.3864384463462805,2081.3248,31.5219
2017,6,30,5.95,25.94,78.0,2.08,2017-06-30,43.349999999999994,66.47999999999999,119.49000000000001,0.13725490196078433,2023.3200000000002,12.376000000000001
2017,7,1,6.59,27.38,71.9,1.4,2017-07-01,30.15,73.07,118.8,0.21857379767827528,1968.622,9.225999999999999
2017,7,2,4.31,27.51,74.31,2.0,2017-07-02,16.85,70.26999999999998,117.25,0.2557863501483679,2044.2681000000002,8.62
2017,7,3,1.74,27.61,69.95,2.11,2017-07-03,12.64,64.15999999999998,113.6,0.13765822784810125,1931.3195,3.6713999999999998
2017,7,4,0.38,29.08,58.94,2.18,2017-07-04,6.43,56.36999999999998,92.61,0.05909797822706066,1713.9751999999999,0.8284
2017,7,5,7.36,29.21,63.49,1.94,2017-07-05,9.48,43.93999999999998,90.88000000000001,0.7763713080168776,1854.5429000000001,14.2784
2017,7,6,7.68,28.88,65.49,1.48,2017-07-06,15.42,34.009999999999984,94.54,0.4980544747081712,1891.3511999999998,11.366399999999999
2017,7,7,4.25,27.41,68.44,1.57,2017-07-07,19.29,32.30999999999999,98.78999999999999,0.22032141005702438,1875.9404,6.6725
2017,7,8,0.07,28.43,61.33,1.77,2017-07-08,12.0,25.789999999999985,98.86,0.005833333333333334,1743.6118999999999,0.12390000000000001
2017,7,9,0.52,29.41,57.39,2.05,2017-07-09,4.84,21.999999999999986,92.27,0.10743801652892562,1687.8399,1.0659999999999998
2017,7,10,6.38,29.52,59.45,1.93,2017-07-10,6.97,26.639999999999986,90.8,0.9153515064562411,1754.9640000000002,12.3134
2017,7,11,14.34,27.92,66.42,1.45,2017-07-11,21.24,40.59999999999999,96.97,0.6751412429378532,1854.4464000000003,20.793
2017,7,12,28.59,25.84,78.04,1.38,2017-07-12,49.31,61.829999999999984,105.77000000000001,0.5798012573514499,2016.5536000000002,39.4542
2017,7,13,12.87,26.13,76.68,1.33,2017-07-13,55.8,67.01999999999998,101.03000000000002,0.2306451612903226,2003.6484,17.1171
2017,7,14,0.57,27.5,69.33,1.21,2017-07-14,42.03,63.33999999999999,95.65,0.013561741613133475,1906.575,0.6896999999999999
2017,7,15,1.3,27.69,71.45,1.37,2017-07-15,14.739999999999998,64.57,90.36,0.0881953867028494,1978.4505000000001,1.7810000000000001
2017,7,16,1.77,27.1,77.57,1.74,2017-07-16,3.64,65.82,87.82000000000001,0.48626373626373626,2102.147,3.0798
2017,7,17,4.08,27.43,74.71,1.8,2017-07-17,7.15,63.51999999999999,90.16000000000001,0.5706293706293706,2049.2952999999998,7.344
2017,7,18,3.62,27.98,66.6,1.32,2017-07-18,9.469999999999999,52.79999999999998,93.4,0.3822597676874341,1863.4679999999998,4.7784
2017,7,19,0.38,28.6,62.45,1.46,2017-07-19,8.08,24.589999999999986,86.42000000000002,0.04702970297029703,1786.0700000000002,0.5548
2017,7,20,0.33,27.46,68.77,1.93,2017-07-20,4.33,12.049999999999986,79.07000000000001,0.07621247113163973,1888.4242,0.6369
2017,7,21,8.56,27.44,71.46,1.68,2017-07-21,9.27,20.039999999999985,83.38000000000001,0.9234088457389429,1960.8624,14.3808
2017,7,22,17.23,26.51,76.4,1.45,2017-07-22,26.120000000000005,35.969999999999985,100.54000000000002,0.6596477794793261,2025.3640000000003,24.9835
2017,7,23,5.59,26.99,76.53,0.95,2017-07-23,31.380000000000006,39.78999999999999,105.61,0.17813894200127467,2065.5447,5.310499999999999
2017,7,24,4.87,25.51,82.34,1.32,2017-07-24,27.690000000000005,40.579999999999984,104.10000000000001,0.17587576742506317,2100.4934000000003,6.428400000000001
2017,7,25,4.32,26.16,79.39,1.35,2017-07-25,14.780000000000005,41.27999999999999,94.08,0.29228687415426247,2076.8424,5.832000000000001
2017,7,26,7.68,26.53,77.05,1.44,2017-07-26,16.870000000000005,48.579999999999984,73.17000000000002,0.4552459988144634,2044.1365,11.059199999999999
2017,7,27,52.15,26.06,80.43,1.61,2017-07-27,64.15,100.39999999999998,112.45000000000002,0.8129384255650818,2096.0058,83.9615
2017,7,28,23.09,25.4,81.56,0.83,2017-07-28,82.92,114.92999999999998,134.97,0.27846116739025567,2071.624,19.1647
2017,7,29,6.05,24.97,86.53,1.39,2017-07-29,81.29,103.74999999999999,139.72000000000003,0.07442489851150202,2160.6540999999997,8.4095
2017,7,30,6.34,25.11,85.55,1.45,2017-07-30,35.48,104.49999999999999,144.29000000000002,0.17869222096956033,2148.1605,9.193
2017,7,31,14.22,24.76,86.57,1.6,2017-07-31,26.61,113.84999999999998,154.43,0.5343855693348366,2143.4732,22.752000000000002
2017,8,1,17.69,24.0,90.42,1.03,2017-08-01,38.25,127.22,168.50000000000003,0.462483660130719,2170.08,18.2207
2017,8,2,23.03,24.01,92.3,1.77,2017-08-02,54.94,142.57,191.15,0.4191845649799782,2216.123,40.7631
2017,8,3,22.86,25.36,86.37,2.18,2017-08-03,63.58,113.27999999999997,213.68,0.3595470273670966,2190.3432000000003,49.8348
2017,8,4,20.05,26.22,81.16,1.55,2017-08-04,65.94,110.24,225.17000000000002,0.3040643008795875,2128.0152,31.0775
2017,8,5,10.49,26.05,80.37,1.34,2017-08-05,53.400000000000006,114.67999999999999,218.43,0.19644194756554306,2093.6385,14.056600000000001
2017,8,6,2.17,26.15,80.34,1.04,2017-08-06,32.71,110.50999999999999,215.01000000000002,0.06634056863344542,2100.891,2.2568
2017,8,7,9.72,24.71,87.78,1.08,2017-08-07,22.380000000000003,106.00999999999999,219.86,0.4343163538873994,2169.0438,10.497600000000002
2017,8,8,11.45,25.65,83.83,1.14,2017-08-08,23.34,99.77,226.99,0.49057412167952014,2150.2394999999997,13.052999999999997
2017,8,9,8.87,25.55,85.17,1.28,2017-08-09,30.04,85.60999999999999,228.18,0.29527296937416775,2176.0935,11.353599999999998
2017,8,10,2.79,25.9,84.68,1.87,2017-08-10,23.11,65.53999999999999,178.82000000000002,0.12072695802682822,2193.212,5.217300000000001
2017,8,11,6.57,25.89,84.13,2.2,2017-08-11,18.23,52.05999999999999,162.3,0.3603949533735601,2178.1257,14.454000000000002
2017,8,12,4.81,25.51,84.51,1.94,2017-08-12,14.17,46.37999999999999,161.06000000000003,0.33944954128440363,2155.8501,9.331399999999999
2017,8,13,3.98,26.34,81.44,1.47,2017-08-13,15.36,48.18999999999998,158.70000000000002,0.2591145833333333,2145.1295999999998,5.8506
2017,8,14,8.22,25.07,84.51,1.33,2017-08-14,17.009999999999998,46.68999999999998,152.70000000000002,0.48324514991181666,2118.6657,10.9326
2017,8,15,0.65,25.53,83.2,1.53,2017-08-15,12.850000000000001,35.889999999999986,135.66,0.05058365758754863,2124.096,0.9945
2017,8,16,0.0,24.9,84.24,2.16,2017-08-16,8.870000000000001,27.019999999999985,112.63000000000001,0.0,2097.5759999999996,0.0
2017,8,17,0.22,25.47,76.13,1.46,2017-08-17,0.87,24.44999999999999,89.99000000000001,0.25287356321839083,1939.0310999999997,0.3212
2017,8,18,3.94,26.54,69.97,1.3,2017-08-18,4.16,21.819999999999986,73.88000000000001,0.9471153846153846,1857.0038,5.122
2017,8,19,17.58,25.49,81.51,1.24,2017-08-19,21.74,34.58999999999998,80.97,0.8086476540938362,2077.6899,21.7992
2017,8,20,27.81,24.94,84.41,1.16,2017-08-20,49.33,58.41999999999999,106.61,0.5637543077234948,2105.1854,32.2596
2017,8,21,63.89,24.68,87.31,1.49,2017-08-21,109.28,114.08999999999999,160.78,0.5846449487554904,2154.8108,95.1961
2017,8,22,11.88,25.38,83.18,1.16,2017-08-22,103.58,125.31999999999998,161.21,0.1146939563622321,2111.1084,13.7808
2017,8,23,4.22,25.01,87.12,1.1,2017-08-23,79.99,129.54,156.56,0.05275659457432179,2178.8712,4.642
2017,8,24,4.17,24.37,88.34,1.3,2017-08-24,20.27,133.48999999999998,157.94,0.20572274296990625,2152.8458,5.421
2017,8,25,12.84,24.89,85.37,0.91,2017-08-25,21.229999999999997,142.39,164.20999999999998,0.6048045219029676,2124.8593,11.6844
2017,8,26,1.3,24.97,85.11,1.66,2017-08-26,18.31,126.10999999999999,160.7,0.070999453850355,2125.1967,2.158
2017,8,27,0.6,24.75,83.86,1.64,2017-08-27,14.739999999999998,98.89999999999999,157.32,0.0407055630936228,2075.535,0.9839999999999999
2017,8,28,3.9,25.11,81.86,0.88,2017-08-28,5.799999999999998,38.90999999999998,153.0,0.6724137931034485,2055.5045999999998,3.432
2017,8,29,3.23,25.89,77.39,0.92,2017-08-29,7.729999999999999,30.259999999999984,155.57999999999998,0.41785252263906864,2003.6271000000002,2.9716
2017,8,30,2.01,25.79,81.46,0.85,2017-08-30,9.139999999999997,28.049999999999983,157.59,0.21991247264770244,2100.8534,1.7084999999999997
2017,8,31,14.09,24.88,89.48,0.75,2017-08-31,19.33,37.969999999999985,171.46,0.7289187790998448,2226.2624,10.567499999999999
2017,9,1,37.07,23.79,88.36,1.06,2017-09-01,53.17,62.19999999999999,204.59,0.6971976678578146,2102.0843999999997,39.294200000000004
2017,9,2,14.53,23.82,89.67,1.58,2017-09-02,65.69,75.42999999999998,201.54,0.22119043994519713,2135.9394,22.9574
2017,9,3,1.19,23.07,87.41,1.67,2017-09-03,52.78999999999999,76.01999999999998,174.92000000000002,0.022542148134116313,2016.5487,1.9872999999999998
2017,9,4,0.09,23.59,84.43,1.66,2017-09-04,15.809999999999992,72.20999999999998,111.12,0.005692599620493361,1991.7037000000003,0.14939999999999998
2017,9,5,0.16,23.56,88.96,2.09,2017-09-05,1.4399999999999928,69.13999999999999,99.4,0.11111111111111166,2095.8976,0.3344
2017,9,6,8.08,23.73,85.45,1.76,2017-09-06,8.329999999999993,75.20999999999998,103.26,0.9699879951980801,2027.7285000000002,14.2208
2017,9,7,10.06,24.02,83.0,1.39,2017-09-07,18.299999999999994,71.17999999999998,109.15,0.5497267759562844,1993.6599999999999,13.9834
2017,9,8,0.13,23.85,80.85,1.37,2017-09-08,18.269999999999992,34.23999999999998,96.44,0.007115489874110567,1928.2725,0.1781
2017,9,9,0.69,24.1,81.91,1.59,2017-09-09,10.879999999999994,20.399999999999977,95.83,0.06341911764705886,1974.031,1.0971
2017,9,10,3.57,23.7,79.31,1.24,2017-09-10,4.389999999999993,22.77999999999998,98.8,0.813211845102507,1879.647,4.4268
2017,9,11,0.16,23.98,78.72,1.86,2017-09-11,4.419999999999993,22.84999999999998,95.06,0.03619909502262449,1887.7056,0.29760000000000003
2017,9,12,0.0,23.9,76.61,1.76,2017-09-12,3.729999999999993,22.68999999999998,91.83,0.0,1830.9789999999998,0.0
2017,9,13,0.06,23.88,77.09,1.53,2017-09-13,0.2199999999999929,14.669999999999979,89.88,0.27272727272728153,1840.9092,0.09179999999999999
2017,9,14,0.0,23.83,76.49,1.48,2017-09-14,0.05999999999999289,4.609999999999978,75.79,0.0,1822.7566999999997,0.0
2017,9,15,0.0,24.07,73.7,1.61,2017-09-15,0.05999999999999289,4.479999999999978,38.72,0.0,1773.959,0.0
2017,9,16,0.26,24.96,66.83,1.17,2017-09-16,0.2599999999999929,4.0499999999999785,24.45,1.0000000000000273,1668.0768,0.30419999999999997
2017,9,17,0.14,24.92,69.98,1.39,2017-09-17,0.3999999999999929,0.6199999999999787,23.4,0.35000000000000625,1743.9016000000001,0.1946
2017,9,18,0.1,24.91,64.03,1.42,2017-09-18,0.4999999999999929,0.5599999999999786,23.41,0.20000000000000284,1594.9873,0.142
2017,9,19,0.0,24.73,56.22,1.33,2017-09-19,0.2399999999999929,0.5599999999999786,23.25,0.0,1390.3206,0.0
2017,9,20,0.11,24.42,57.69,1.32,2017-09-20,0.20999999999999291,0.6099999999999787,15.28,0.5238095238095415,1408.7898,0.1452
2017,9,21,0.63,24.17,59.08,1.32,2017-09-21,0.7399999999999929,1.2399999999999787,5.85,0.8513513513513595,1427.9636,0.8316
2017,9,22,22.09,23.67,72.31,1.05,2017-09-22,22.82999999999999,23.329999999999977,27.81,0.9675865089794135,1711.5777000000003,23.1945
2017,9,23,46.02,21.2,87.81,1.64,2017-09-23,68.74,69.08999999999997,73.14,0.6694791969741054,1861.572,75.4728
2017,9,24,6.34,22.19,79.91,1.45,2017-09-24,74.45,75.28999999999998,75.91000000000001,0.08515782404298186,1773.2029,9.193
2017,9,25,0.0,22.61,72.13,1.92,2017-09-25,52.36,75.18999999999998,75.75,0.0,1630.8592999999998,0.0
2017,9,26,0.02,23.33,67.13,1.6,2017-09-26,6.359999999999992,75.21,75.77,0.0031446540880503185,1566.1428999999998,0.032
2017,9,27,0.01,24.01,62.64,1.3,2017-09-27,0.029999999999992893,75.10999999999999,75.72000000000001,0.3333333333334123,1503.9864,0.013000000000000001
2017,9,28,0.12,23.86,66.53,1.31,2017-09-28,0.1499999999999929,74.59999999999998,75.84,0.8000000000000379,1587.4058,0.1572
2017,9,29,0.01,24.09,65.85,1.66,2017-09-29,0.1399999999999929,52.51999999999999,75.85000000000001,0.07142857142857505,1586.3265,0.0166
2017,9,30,0.0,23.47,60.9,1.63,2017-09-30,0.1299999999999929,6.499999999999979,75.59,0.0,1429.3229999999999,0.0
2017,10,1,0.0,23.32,51.48,1.49,2017-10-01,0.009999999999992895,0.1599999999999787,75.45,0.0,1200.5136,0.0
2017,10,2,0.0,23.77,50.62,1.5,2017-10-02,0.0,0.1599999999999787,75.35000000000001,0.0,1203.2374,0.0
2017,10,3,0.0,22.73,59.35,1.58,2017-10-03,0.0,0.1399999999999787,75.35000000000001,0.0,1349.0255,0.0
2017,10,4,0.0,22.2,58.1,1.4,2017-10-04,0.0,0.1299999999999787,75.24000000000001,0.0,1289.82,0.0
2017,10,5,0.0,22.03,60.89,1.66,2017-10-05,0.0,0.009999999999978684,74.61,0.0,1341.4067,0.0
2017,10,6,0.0,22.35,59.13,1.57,2017-10-06,0.0,0.0,52.52,0.0,1321.5555000000002,0.0
2017,10,7,0.0,23.39,55.06,1.35,2017-10-07,0.0,0.0,6.5,0.0,1287.8534000000002,0.0
2017,10,8,0.0,23.24,56.53,1.38,2017-10-08,0.0,0.0,0.16,0.0,1313.7572,0.0
2017,10,9,0.0,23.1,59.59,1.4,2017-10-09,0.0,0.0,0.16,0.0,1376.5290000000002,0.0
2017,10,10,0.0,22.56,59.66,1.26,2017-10-10,0.0,0.0,0.14,0.0,1345.9296,0.0
2017,10,11,0.0,23.11,57.38,1.24,2017-10-11,0.0,0.0,0.13,0.0,1326.0518,0.0
2017,10,12,0.0,22.97,60.18,1.37,2017-10-12,0.0,0.0,0.01,0.0,1382.3346,0.0
2017,10,13,0.05,22.74,57.9,1.59,2017-10-13,0.0499999999999929,0.049999999999978686,0.05,1.000000000000142,1316.646,0.07950000000000002
2017,10,14,0.0,22.14,53.19,1.66,2017-10-14,0.0499999999999929,0.049999999999978686,0.05,0.0,1177.6266,0.0
2017,10,15,0.0,22.37,46.21,1.57,2017-10-15,0.0499999999999929,0.049999999999978686,0.05,0.0,1033.7177000000001,0.0
2017,10,16,0.0,22.35,44.97,1.74,2017-10-16,0.0,0.049999999999978686,0.05,0.0,1005.0795,0.0
2017,10,17,0.0,21.94,45.57,1.68,2017-10-17,0.0,0.049999999999978686,0.05,0.0,999.8058000000001,0.0
2017,10,18,0.0,21.49,42.64,1.64,2017-10-18,0.0,0.049999999999978686,0.05,0.0,916.3335999999999,0.0
2017,10,19,0.0,22.71,41.52,1.39,2017-10-19,0.0,0.049999999999978686,0.05,0.0,942.9192000000002,0.0
2017,10,20,0.0,22.27,44.8,1.48,2017-10-20,0.0,0.0,0.05,0.0,997.6959999999999,0.0
2017,10,21,0.0,20.98,47.48,1.68,2017-10-21,0.0,0.0,0.05,0.0,996.1304,0.0
2017,10,22,0.0,21.57,37.75,1.37,2017-10-22,0.0,0.0,0.05,0.0,814.2675,0.0
2017,10,23,0.0,19.89,42.24,1.49,2017-10-23,0.0,0.0,0.05,0.0,840.1536000000001,0.0
2017,10,24,0.0,19.87,45.01,1.84,2017-10-24,0.0,0.0,0.05,0.0,894.3487,0.0
2017,10,25,0.0,19.44,43.56,1.59,2017-10-25,0.0,0.0,0.05,0.0,846.8064,0.0
2017,10,26,0.0,19.39,39.56,1.33,2017-10-26,0.0,0.0,0.05,0.0,767.0684000000001,0.0
2017,10,27,0.0,18.74,42.23,1.52,2017-10-27,0.0,0.0,0.0,0.0,791.3901999999998,0.0
2017,10,28,0.0,18.58,43.92,1.62,2017-10-28,0.0,0.0,0.0,0.0,816.0336,0.0
2017,10,29,0.0,18.26,43.83,1.44,2017-10-29,0.0,0.0,0.0,0.0,800.3358000000001,0.0
2017,10,30,0.0,18.16,47.36,1.62,2017-10-30,0.0,0.0,0.0,0.0,860.0576,0.0
2017,10,31,0.0,18.57,46.53,1.28,2017-10-31,0.0,0.0,0.0,0.0,864.0621,0.0
2017,11,1,0.0,18.14,50.46,1.28,2017-11-01,0.0,0.0,0.0,0.0,915.3444000000001,0.0
2017,11,2,0.0,18.01,51.68,1.28,2017-11-02,0.0,0.0,0.0,0.0,930.7568000000001,0.0
2017,11,3,0.0,18.49,50.76,1.19,2017-11-03,0.0,0.0,0.0,0.0,938.5523999999999,0.0
2017,11,4,0.0,19.45,49.74,1.26,2017-11-04,0.0,0.0,0.0,0.0,967.443,0.0
2017,11,5,0.0,18.73,52.76,1.34,2017-11-05,0.0,0.0,0.0,0.0,988.1948,0.0
2017,11,6,0.0,17.95,54.44,1.43,2017-11-06,0.0,0.0,0.0,0.0,977.1979999999999,0.0
2017,11,7,0.0,17.62,50.06,1.38,2017-11-07,0.0,0.0,0.0,0.0,882.0572000000001,0.0
2017,11,8,0.0,17.59,50.04,1.45,2017-11-08,0.0,0.0,0.0,0.0,880.2035999999999,0.0
2017,11,9,0.0,17.57,47.27,1.42,2017-11-09,0.0,0.0,0.0,0.0,830.5339,0.0
2017,11,10,0.0,18.21,44.25,1.41,2017-11-10,0.0,0.0,0.0,0.0,805.7925,0.0
2017,11,11,0.0,18.25,45.02,1.42,2017-11-11,0.0,0.0,0.0,0.0,821.615,0.0
2017,11,12,0.0,17.33,43.79,1.44,2017-11-12,0.0,0.0,0.0,0.0,758.8806999999999,0.0
2017,11,13,0.0,17.43,42.85,1.34,2017-11-13,0.0,0.0,0.0,0.0,746.8755,0.0
2017,11,14,0.0,15.67,52.35,2.16,2017-11-14,0.0,0.0,0.0,0.0,820.3245000000001,0.0
2017,11,15,0.21,15.23,54.63,1.63,2017-11-15,0.2099999999999929,0.20999999999997868,0.21,1.0000000000000338,832.0149,0.34229999999999994
2017,11,16,0.22,15.4,55.58,1.25,2017-11-16,0.4299999999999929,0.4299999999999787,0.43,0.5116279069767526,855.932,0.275
2017,11,17,0.02,15.58,49.81,1.14,2017-11-17,0.4499999999999929,0.4499999999999787,0.45,0.04444444444444515,776.0398,0.022799999999999997
2017,11,18,1.4,15.1,56.94,1.31,2017-11-18,1.6399999999999928,1.8499999999999786,1.8499999999999999,0.8536585365853695,859.794,1.8339999999999999
